"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
1,042,http://bbs.cehome.com/thread-1147537-1-1.html,挖掘机专区,我爱我挖,原装进口海德宝莱挖机来一个,,西北老司机,2017-11-25,提车作业,原装 进口 海德 宝 莱 挖机 来 一个 
1,043,http://bbs.cehome.com/thread-1147535-1-1.html,互通有无,招聘求职,浙江丽水长期招挖机驾驶员,干零碎活工资7500包吃住月结有意者请联系13757408006,13757408006,2017-11-25,浙江,浙江 丽水 长期 招 挖机 驾驶员 干 零碎 活 工资 7500 包 吃住 月结 有意者 请 联系 13757408006
1,044,http://bbs.cehome.com/thread-1147533-1-1.html,挖掘机专区,我爱我挖,这坡怎么修呢？大神来,都是溜沙！！！,秃驴,2017-11-25,,这 坡 怎么 修 呢 ？ 大 神来 都是 溜 沙 ！ ！ ！
1,045,http://bbs.cehome.com/thread-1147530-1-1.html,挖掘机专区,我爱我挖,住友挖机,6月搞了3次蚌了,手机用户cdfstuy,2017-11-25,,住友 挖机 6 月 搞了 3 次 蚌 了
1,046,http://bbs.cehome.com/thread-1147526-1-1.html,挖掘机专区,我爱我挖,天冷了钩机没有预热不好打火怎么办,天冷了钩机不好启动  每次早上都要启动半天才能大着火  谁有好的办法,徐工210挖掘机,2017-11-25,,天冷 了 钩 机 没有 预热 不好 打火 怎么办 天冷 了 钩 机 不好 启动    每次 早上 都要 启动 半天 才能 大 着火    谁有 好 的 办法
1,047,http://bbs.cehome.com/thread-1147525-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】看看我的托车,专门啦60小挖机毫无压力,川K-SK220XD,2017-11-25,,【 一 起来   就 现在 】 看 看我 的 托车 专门 啦 60 小 挖机 毫无 压力
1,048,http://bbs.cehome.com/thread-1147521-1-1.html,挖掘机专区,我爱我挖,每日一题,,川K-SK220XD,2017-11-25,,每日 一题 
1,049,http://bbs.cehome.com/thread-1147520-1-1.html,挖掘机专区,我爱我挖,谁能教教我,炮头打好的，然后往下挖一米，下面好多石头，有大有小……累死了，求师傅帮忙看看,上班撸炮,2017-11-25,,谁能 教 教我 炮 头 打好 的 ， 然后 往下 挖 一米 ， 下面 好多 石头 ， 有大有小 … … 累 死了 ， 求 师傅 帮忙 看看
1,050,http://bbs.cehome.com/thread-1147516-1-1.html,挖掘机专区,我爱我挖,QZLTYD是什么牌子,QZLTYD链筋是什么牌子，耐用吗？,皮皮皮皮虾,2017-11-25,,QZLTYD 是什么 牌子 QZLTYD 链 筋 是什么 牌子 ， 耐用 吗 ？
1,051,http://bbs.cehome.com/thread-1147511-1-1.html,挖掘机专区,我爱我挖,古河FS37换内套进行中,打锤1500小时终于要换内套了！,一个人不要怕123,2017-11-25,,古 河 FS37 换 内 套 进行中 打 锤 1500 小时 终于 要 换 内 套了 ！
1,052,http://bbs.cehome.com/thread-1147508-1-1.html,我与工程机械,渣土车论坛,重一贴。找土方活,本人有20辆新型国五环保渣土车。新工地停工，找找活。帐日结。有活的老板请联系！,手机用户ampv126,2017-11-25,,重 一 贴 。 找 土方 活 本人 有 20 辆 新型 国 五 环保 渣土 车 。 新 工地 停工 ， 找找 活 。 帐 日 结 。 有 活 的 老板 请 联系 ！
1,053,http://bbs.cehome.com/thread-1147505-1-1.html,挖掘机专区,我爱我挖,沃尔沃210挖掘机机油压力报警,挖掘机机油压力报警，增压器机油管不上机油，求指教,13695390341,2017-11-25,,沃尔沃 210 挖掘机 机油 压力 报警 挖掘机 机油 压力 报警 ， 增压器 机 油管 不 上 机油 ， 求 指教
1,054,http://bbs.cehome.com/thread-1147502-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】救援去,接了个电话说铲车陷了，跑了一个多小时，到那两分钟。,小鹏童学,2017-11-25,,【 一 起来   就 现在 】 救援 去 接了 个 电 话说 铲车 陷 了 ， 跑了 一个 多小时 ， 到 那 两分钟 。
1,055,http://bbs.cehome.com/thread-1147499-1-1.html,挖掘机专区,我爱我挖,请教一下预热,现在天冷，机子预热不通电早上打火要几秒才能着机子是卡特308D。请问下各位那个是预热保险,旧爱小卡特,2017-11-25,,请教 一下 预热 现在 天冷 ， 机子 预热 不 通电 早上 打火 要 几秒 才能 着 机子 是 卡特 308D 。 请 问下 各位 那个 是 预热 保险
1,056,http://bbs.cehome.com/thread-1147497-1-1.html,挖掘机专区,我爱我挖,这个泵是哪种泵，柳工620A压路机打震动没劲,这个泵是哪种泵，柳工620A压路机打震动没劲,奋斗斯里兰卡,2017-11-25,,这个 泵 是 哪种 泵 ， 柳 工 620A 压路机 打 震动 没劲 这个 泵 是 哪种 泵 ， 柳 工 620A 压路机 打 震动 没劲
1,057,http://bbs.cehome.com/thread-1147496-1-1.html,挖掘机专区,我爱我挖,没劲,柳工50CN刚修了变速箱，换了二轴总成，片子。还是跟以前一样没劲，一档比走路慢，点解？,13873903741,2017-11-25,,没劲 柳 工 50CN 刚 修 了 变速箱 ， 换了 二 轴 总成 ， 片子 。 还是 跟 以前 一样 没劲 ， 一档 比 走路 慢 ， 点解 ？
1,058,http://bbs.cehome.com/thread-1147494-1-1.html,挖掘机专区,我爱我挖,这液压油加压路机行吗？,这液压油加压路机行吗？,奋斗斯里兰卡,2017-11-25,,这 液压油 加 压路机 行吗 ？ 这 液压油 加 压路机 行吗 ？
1,059,http://bbs.cehome.com/thread-1147493-1-1.html,挖掘机专区,我爱我挖,重要的日子,今天是新机器到家干活的日子。购机经历，后期再分享。,underway,2017-11-25,,重要 的 日子 今天是 新机器 到家 干活 的 日子 。 购机 经历 ， 后期 再 分享 。
1,060,http://bbs.cehome.com/thread-1147492-1-1.html,互通有无,招聘求职,找个反手机开,最好是湖南省内的，开了6年了。反手越来越不好找事做了。有要驾驶员的留下联系方式。有湖南老乡的麻烦拉我进群，进群发红包，微信号13296872338,x小柒.,2017-11-25,湖南,找个 反 手机 开 最好 是 湖南 省内 的 ， 开了 6 年 了 。 反手 越来越 不好 找事 做了 。 有 要 驾驶员 的 留下 联系方式 。 有 湖南 老乡 的 麻烦 拉我 进 群 ， 进 群 发红包 ， 微 信号 13296872338
1,061,http://bbs.cehome.com/thread-1147490-1-1.html,我与工程机械,道路设备,都是钢筋愁死了,强震压一遍不敢压了,13954469963,2017-11-25,压路机,都是 钢筋 愁 死了 强震 压 一遍 不敢 压 了
1,062,http://bbs.cehome.com/thread-1147486-1-1.html,挖掘机专区,我爱我挖,三一,年底就是工多,手机用户pstw478,2017-11-25,,三一 年底 就是 工 多
1,063,http://bbs.cehome.com/thread-1147474-1-1.html,我与工程机械,装载机,山东临工装载机怎么样,30临工装载机怎么样，我们这边没见过，不知道质量怎么样？,手机用户emopqrt,2017-11-25,生活杂谈,山 东临 工 装载机 怎么样 30 临 工 装载机 怎么样 ， 我们 这边 没 见过 ， 不知道 质量 怎么样 ？
1,064,http://bbs.cehome.com/thread-1147471-1-1.html,挖掘机专区,我爱我挖,耗时间,这个地方搞了三天改来改去的～又没有人看自己想怎么挖就怎么挖爽！没有驾驶楼就是有点冷,唏嘘既钩机佬,2017-11-25,,耗时间 这个 地方 搞了 三 天 改来改去 的 ～ 又 没有人 看 自己 想 怎么 挖 就 怎么 挖 爽 ！ 没有 驾驶 楼 就是 有点 冷
1,065,http://bbs.cehome.com/thread-1147468-1-1.html,挖掘机专区,我爱我挖,挖一挖，干活啊，,,铁甲封总,2017-11-25,,挖 一 挖 ， 干活 啊 ， 
1,066,http://bbs.cehome.com/thread-1147467-1-1.html,挖掘机专区,我爱我挖,柳工856h 定速,歇一会抽根烟,等待红杏出墙来,2017-11-25,,柳 工 856h  定 速 歇一会 抽 根 烟
1,067,http://bbs.cehome.com/thread-1147466-1-1.html,挖掘机专区,我爱我挖,油门马达线咋接的,这样接对吗？咋不灵啊,手机用户anqx059,2017-11-25,,油门 马达 线 咋 接 的 这样 接 对 吗 ？ 咋 不灵 啊
1,068,http://bbs.cehome.com/thread-1147462-1-1.html,挖掘机专区,我爱我挖,瞬间觉得自己弱不禁风,同上,抓随心动,2017-11-25,,瞬间 觉得 自己 弱不禁风 同上
1,069,http://bbs.cehome.com/thread-1147454-1-1.html,挖掘机专区,我爱我挖,卡特320C 先导压力是多少 怎么看,请问320C先导泵压力是多少？在哪可以看出来呢还有怠速无动作的时候D泵和I泵两个泵的压力是多少呢？谢谢大家！,卡特320C小松220-7,2017-11-25,,卡特 320C  先导 压力 是多少   怎么看 请问 320C 先导 泵 压力 是多少 ？ 在哪 可以 看出来 呢 还有 怠 速 无 动作 的 时候 D 泵 和 I 泵 两个 泵 的 压力 是多少 呢 ？ 谢谢 大家 ！
1,070,http://bbs.cehome.com/thread-1147452-1-1.html,我与工程机械,装载机,求助,黄油打不进去怎么办，有段时间没打黄油了。,富贵险中求,2017-11-25,,求助 黄油 打 不进去 怎么办 ， 有 段 时间 没打 黄 油了 。
1,071,http://bbs.cehome.com/thread-1147451-1-1.html,挖掘机专区,我爱我挖,嘉禾挖机质量差售后差,嘉禾挖机到处是毛病，整车漏油，大臂开裂，同步性不好，冬天没暖气，夏天没空调，发动机夏天高温不能长时间干活，冬天打不着火更无法干活，买来只能放在门前让太阳晒最后成一堆废铁,让质量好点,2017-11-25,,嘉禾 挖机 质 量差 售后 差 嘉禾 挖机 到处是 毛病 ， 整车 漏油 ， 大 臂 开裂 ， 同步 性 不好 ， 冬天 没 暖气 ， 夏天 没 空调 ， 发动机 夏天 高温 不能 长时间 干活 ， 冬天 打 不 着火 更 无法 干活 ， 买来 只能 放在 门前 让 太阳 晒 最后 成 一堆 废铁
1,072,http://bbs.cehome.com/thread-1147450-1-1.html,挖掘机专区,我爱我挖,守墓者样，怕吗,如题,手机用户bcvxz08,2017-11-25,,守 墓 者 样 ， 怕 吗 如题
1,073,http://bbs.cehome.com/thread-1147449-1-1.html,铁甲娱乐,轻松一刻,天气冷了,有东莞的微信群求拉方便大家交流找工作,小丰,2017-11-25,,天 气冷 了 有 东莞 的 微 信 群 求 拉 方便 大家 交流 找工作
1,074,http://bbs.cehome.com/thread-1147446-1-1.html,铁甲娱乐,轻松一刻,又中奖了,,13352252845,2017-11-25,,又 中奖 了 
1,075,http://bbs.cehome.com/thread-1147445-1-1.html,挖掘机专区,我爱我挖,拖线机器,,微信用户_oH76gX,2017-11-25,,拖 线 机器 
1,076,http://bbs.cehome.com/thread-1147441-1-1.html,挖掘机专区,我爱我挖,订货会,270DK啥价格提合适？,帕杰罗,2017-11-25,,订货会 270DK 啥 价格 提 合适 ？
1,077,http://bbs.cehome.com/thread-1147438-1-1.html,我与工程机械,故障咨询,挖机报警代码求助,我的住友挖机240-5电喷机，哪位师傅知道7063和7424这两个液压油滤芯电磁阀装在什么位置，7200是今天才报警的回转制动电磁阀装在什么位置，还有一个液压油温，天气温度高点就报警代码是7041，天气温度低好像又没事，这些电磁阀都装在哪里，求答案,13975615385,2017-11-25,其他,挖机 报警 代码 求助 我 的 住友 挖机 240-5 电喷 机 ， 哪位 师傅 知道 7063 和 7424 这两个 液压油 滤芯 电磁阀 装在 什么 位置 ， 7200 是 今 天才 报警 的 回转 制动 电磁阀 装在 什么 位置 ， 还有 一个 液压 油温 ， 天气 温度 高点 就 报警 代码 是 7041 ， 天气 温度 低 好像 又 没事 ， 这些 电磁阀 都 装在 哪里 ， 求 答案
1,078,http://bbs.cehome.com/thread-1147434-1-1.html,挖掘机专区,我爱我挖,每日一贴,,13372067986,2017-11-25,,每日 一 贴 
1,079,http://bbs.cehome.com/thread-1147430-1-1.html,挖掘机专区,我爱我挖,各位师傅帮忙看看沃尔沃这是什么地方报警,就是128PSID.  96.  12,快看 挖机,2017-11-25,,各位 师傅 帮忙 看看 沃尔沃 这是 什么地方 报警 就是 128PSID.  96.  12
1,080,http://bbs.cehome.com/thread-1147428-1-1.html,挖掘机专区,我爱我挖,下雨天，真冷,人员不到齐，坚决不先动,猥琐发育,2017-11-25,,下雨天 ， 真 冷 人员 不 到齐 ， 坚决 不先 动
1,081,http://bbs.cehome.com/thread-1147427-1-1.html,铁甲娱乐,轻松一刻,签到,,对方正在偷人,2017-11-25,,签到 
1,082,http://bbs.cehome.com/thread-1147425-1-1.html,挖掘机专区,我爱我挖,沃尔沃210,麻烦各位师傅帮忙看看这是什么东西报警,快看 挖机,2017-11-25,,沃尔沃 210 麻烦 各位 师傅 帮忙 看看 这是 什么东西 报警
1,083,http://bbs.cehome.com/thread-1147424-1-1.html,挖掘机专区,我爱我挖,就差一点啊,我也是醉了，就差那么一点就是一等奖,毛豆豆的,2017-11-25,,就 差一点 啊 我 也是 醉了 ， 就差 那么 一点 就是 一等奖
1,084,http://bbs.cehome.com/thread-1147419-1-1.html,挖掘机专区,我爱我挖,代班,,HITACHI-3,2017-11-25,,代 班 
1,085,http://bbs.cehome.com/thread-1147415-1-1.html,挖掘机专区,我爱我挖,风车,看着这张图能不能感受出异域风情？,J21672026,2017-11-25,,风车 看着 这张 图 能不能 感受 出 异域 风情 ？
1,086,http://bbs.cehome.com/thread-1147412-1-1.html,我与工程机械,故障咨询,求解,我的卡特315DL动力换挡压力3550  车没劲  还熄火  求解,18638971791,2017-11-25,其他,求解 我 的 卡特 315DL 动力 换挡 压力 3550   车 没劲    还 熄火    求解
1,087,http://bbs.cehome.com/thread-1147407-1-1.html,挖掘机专区,我爱我挖,铁路抢险,出远门抢险,一路…封神,2017-11-25,,铁路 抢险 出远门 抢险
1,088,http://bbs.cehome.com/thread-1147404-1-1.html,挖掘机专区,我爱我挖,有钱就是任性,公司就是不一样，才六七年的挖机就换新的了。三台360直接换了两台住友360，一台住友260,开挖机的XMG,2017-11-25,,有钱 就是 任性 公司 就是 不一样 ， 才 六 七年 的 挖机 就 换新 的 了 。 三 台 360 直接 换了 两台 住友 360 ， 一台 住友 260
1,089,http://bbs.cehome.com/thread-1147403-1-1.html,挖掘机专区,我爱我挖,德国曼发动机,各位同仁，我这有台德国曼发动机刚换了四配套，为何还是有废气，而且从废气管大量喷机油！求答案，求帮助，谢谢！！,手机用户acnx379,2017-11-25,,德国 曼 发动机 各位 同仁 ， 我 这有 台 德国 曼 发动机 刚 换了 四 配套 ， 为何 还是 有 废气 ， 而且 从 废 气管 大量 喷 机油 ！ 求 答案 ， 求 帮助 ， 谢谢 ！ ！
1,090,http://bbs.cehome.com/thread-1147402-1-1.html,挖掘机专区,我爱我挖,一个小凳独自坐,两个小杆玩一天,蓝色山重,2017-11-25,,一个 小 凳 独自 坐 两个 小 杆 玩 一天
1,091,http://bbs.cehome.com/thread-1147399-1-1.html,挖掘机专区,我爱我挖,如何把沃尔沃ec55b全车的液压油放干！,本人一台沃尔沃55，刚刚前两天先导泵打了，铁渣跑到先导管的第一个炮里面现在清洗干净了，现在我怕铁渣跑到分配伐里面，不过目前挖机工作了5小时感觉还可以。我现在想把液压回油滤芯跟液压油全部换新的，大家有什么办法让我全车的液压油放干。包括行走下面的，跟分配伐跟管路。知道的麻烦说下。谢谢！,登梯者,2017-11-25,,如何 把 沃尔沃 ec55b 全车 的 液压油 放 干 ！ 本人 一台 沃尔沃 55 ， 刚刚 前两天 先导 泵 打了 ， 铁渣 跑到 先 导管 的 第一个 炮 里面 现在 清洗 干净 了 ， 现在 我怕 铁渣 跑到 分配 伐 里面 ， 不过 目前 挖 机工 作了 5 小时 感觉 还 可以 。 我 现在 想把 液 压回 油 滤芯 跟 液压油 全部 换新 的 ， 大 家有 什么 办法 让 我 全车 的 液压油 放 干 。 包括 行 走下 面的 ， 跟 分配 伐 跟 管路 。 知道 的 麻烦 说下 。 谢谢 ！
1,092,http://bbs.cehome.com/thread-1147398-1-1.html,,,,,,,, 
1,093,http://bbs.cehome.com/thread-1147396-1-1.html,挖掘机专区,我爱我挖,新手,我该怎么办,手机用户0Npj2kf,2017-11-25,,新手 我 该 怎么办
1,094,http://bbs.cehome.com/thread-1147395-1-1.html,铁甲娱乐,轻松一刻,签到,甲友们早上好！,爬山铁虎,2017-11-25,,签到 甲 友 们 早上好 ！
1,095,http://bbs.cehome.com/thread-1147392-1-1.html,挖掘机专区,我爱我挖,早晨一上班就下管子,,田畕畾,2017-11-25,,早晨 一 上班 就下 管子 
1,096,http://bbs.cehome.com/thread-1147390-1-1.html,挖掘机专区,我爱我挖,挖掘机油冻了,加点汽油可以防冻？谁加过？,15384638879,2017-11-25,,挖掘 机油 冻 了 加点 汽油 可以 防冻 ？ 谁 加过 ？
1,097,http://bbs.cehome.com/thread-1147388-1-1.html,挖掘机专区,我爱我挖,这挖机下坡是技术高，还是巧合？真危险啊！,真危险啊！,手机用户boyz178,2017-11-25,操作技巧,这 挖机 下坡 是 技术 高 ， 还是 巧合 ？ 真 危险 啊 ！ 真 危险 啊 ！
